75, 0, 23
222, 141, 25
221, 138, 22
225, 139, 27
223, 141, 23
221, 137, 26
223, 140, 22
222, 140, 24
222, 141, 24
222, 139, 23
222, 139, 24
221, 143, 22
222, 139, 23
224, 140, 24
222, 139, 23
220, 140, 22
221, 140, 25
221, 138, 22
222, 142, 24
223, 140, 23
224, 141, 24
223, 142, 24
223, 142, 25
222, 138, 24
224, 141, 24
223, 142, 24
221, 139, 23
222, 139, 23
223, 140, 23
224, 141, 23
222, 139, 22
223, 141, 23
223, 140, 23
223, 140, 26
221, 140, 23
222, 138, 22
221, 139, 22
222, 139, 23
222, 139, 23
221, 139, 23
223, 140, 25
224, 141, 23
224, 141, 23
220, 147, 26
223, 142, 24
221, 140, 23
223, 141, 24
224, 140, 25
224, 140, 23
221, 140, 23
221, 140, 23
220, 138, 21
224, 141, 22
223, 141, 24
223, 141, 25
223, 142, 24
223, 141, 23
223, 139, 22
223, 142, 24
222, 138, 22
222, 139, 22
222, 141, 25
223, 139, 23
221, 140, 24
224, 141, 23
222, 139, 22
225, 140, 24
223, 140, 23
224, 141, 23
224, 141, 23
224, 144, 25
223, 141, 24
223, 141, 25
223, 141, 25
225, 141, 21
223, 141, 23
221, 139, 22
223, 141, 25
223, 139, 24
224, 141, 23
223, 141, 24
221, 139, 24
222, 139, 23
223, 141, 25
223, 141, 23
217, 142, 25
222, 141, 25
222, 139, 23
223, 141, 25
220, 139, 24
225, 142, 25
223, 142, 25
223, 141, 23
221, 140, 23
223, 141, 25
225, 143, 25
224, 141, 23
223, 142, 24
223, 141, 25
224, 141, 23
223, 138, 23
221, 140, 25
221, 139, 23
222, 140, 24
223, 139, 21
224, 141, 25
225, 142, 25
224, 141, 24
223, 142, 24
222, 139, 23
222, 141, 22
223, 141, 25
223, 142, 25
224, 141, 23
221, 140, 23
222, 139, 21
222, 139, 23
224, 141, 24
223, 141, 24
223, 142, 23
224, 141, 23
224, 141, 24
220, 140, 21
225, 141, 26
221, 139, 24
222, 139, 23
222, 139, 22
221, 139, 22
225, 142, 24
222, 140, 24
222, 139, 24
222, 139, 22
225, 142, 26
220, 139, 23
224, 138, 24
222, 139, 23
221, 139, 23
222, 138, 23
221, 139, 23
221, 139, 22
221, 139, 23
222, 139, 22
224, 142, 26
224, 141, 23
223, 140, 26
222, 140, 24
224, 142, 24
224, 142, 23
224, 142, 24
223, 140, 22
223, 141, 23
222, 140, 24
221, 140, 24
224, 142, 24
222, 139, 22
223, 141, 25
222, 140, 23
223, 141, 25
223, 140, 23
223, 141, 25
224, 142, 25
220, 138, 23
222, 139, 25
224, 141, 23
225, 142, 25
219, 138, 22
222, 140, 24
221, 139, 24
221, 138, 24
226, 142, 26
223, 140, 23
222, 141, 26
223, 142, 26
223, 139, 21
220, 139, 22
224, 141, 23
222, 140, 22
224, 142, 23
223, 141, 25
224, 141, 23
222, 139, 23
224, 141, 23
223, 142, 25
222, 139, 23
226, 142, 25
221, 138, 20
218, 141, 26
223, 141, 25
225, 142, 25
222, 139, 23
221, 139, 23
224, 141, 24
222, 141, 23
222, 139, 23
223, 139, 22
225, 142, 25
221, 137, 24
229, 142, 25
221, 141, 23
219, 141, 26
