0, 0, 0
19, 107, 32
17, 107, 31
21, 109, 33
20, 109, 35
19, 105, 30
20, 108, 32
17, 106, 32
19, 108, 32
18, 108, 33
19, 108, 32
19, 107, 33
17, 106, 32
18, 106, 31
24, 109, 35
17, 105, 29
20, 107, 30
20, 109, 33
19, 107, 33
21, 109, 34
20, 108, 32
18, 108, 34
20, 110, 35
18, 107, 33
19, 107, 32
19, 108, 32
18, 108, 31
17, 106, 32
18, 105, 29
19, 109, 33
21, 109, 31
17, 107, 31
17, 106, 32
18, 104, 31
21, 109, 33
22, 109, 35
21, 107, 34
20, 107, 32
20, 107, 32
18, 101, 37
19, 108, 33
18, 108, 33
18, 108, 33
21, 109, 34
19, 107, 30
21, 109, 33
18, 107, 30
19, 109, 32
18, 107, 33
17, 103, 30
20, 110, 34
20, 107, 32
19, 108, 34
19, 108, 33
19, 107, 32
18, 106, 30
19, 108, 33
18, 106, 32
16, 107, 31
22, 109, 33
20, 109, 33
20, 108, 32
19, 108, 31
18, 106, 31
19, 108, 33
20, 110, 32
20, 109, 34
16, 105, 31
20, 106, 32
18, 106, 31
21, 108, 32
17, 107, 32
17, 106, 32
21, 109, 34
19, 107, 32
20, 108, 32
16, 107, 31
18, 107, 34
20, 108, 32
19, 107, 34
20, 108, 33
20, 109, 33
17, 106, 32
17, 106, 31
19, 110, 34
18, 106, 32
21, 109, 34
19, 108, 33
17, 107, 31
19, 108, 31
20, 108, 32
18, 106, 31
18, 107, 32
22, 109, 34
18, 106, 31
19, 108, 33
18, 108, 33
19, 106, 30
20, 106, 32
17, 105, 32
20, 109, 34
17, 111, 34
19, 108, 34
18, 107, 32
19, 108, 33
19, 107, 33
22, 107, 36
20, 108, 33
18, 106, 31
22, 107, 32
21, 108, 33
19, 107, 32
21, 109, 34
16, 106, 32
19, 108, 33
20, 110, 35
18, 107, 32
19, 106, 32
18, 107, 32
20, 108, 31
21, 108, 35
19, 107, 32
21, 109, 34
19, 107, 33
17, 106, 29
19, 107, 32
19, 106, 33
19, 107, 33
17, 106, 31
19, 107, 33
20, 109, 35
20, 107, 31
17, 106, 31
18, 105, 32
18, 108, 33
17, 106, 32
19, 107, 32
19, 107, 32
16, 107, 33
18, 108, 34
21, 109, 34
21, 109, 32
18, 107, 32
18, 107, 33
19, 108, 33
19, 107, 32
17, 106, 32
20, 108, 32
20, 108, 32
18, 107, 33
20, 107, 33
17, 108, 34
18, 107, 33
21, 109, 33
19, 108, 33
20, 108, 33
18, 106, 31
21, 108, 33
19, 109, 33
19, 109, 33
18, 107, 33
19, 108, 33
18, 106, 31
19, 108, 31
15, 105, 32
17, 106, 31
20, 108, 32
18, 106, 32
20, 108, 32
17, 106, 32
19, 109, 33
20, 108, 31
17, 106, 32
19, 107, 32
19, 107, 33
17, 106, 32
20, 108, 32
18, 109, 33
21, 108, 33
17, 106, 31
20, 107, 32
21, 109, 33
17, 106, 32
21, 109, 33
21, 109, 32
21, 108, 33
18, 107, 32
20, 109, 33
19, 108, 33
18, 108, 33
18, 108, 33
21, 109, 34
19, 108, 33
20, 110, 33
20, 109, 34
17, 106, 30
16, 108, 31
21, 109, 34
18, 109, 33
21, 109, 33
