0, 0, 0
54, 109, 20
57, 109, 19
53, 108, 19
54, 108, 19
54, 108, 17
53, 108, 18
55, 110, 19
55, 108, 22
53, 107, 18
52, 109, 18
52, 106, 17
53, 107, 18
52, 106, 18
53, 106, 17
51, 105, 16
54, 109, 18
54, 108, 20
54, 108, 18
55, 107, 18
53, 108, 19
54, 107, 18
55, 109, 19
54, 108, 17
54, 110, 20
56, 111, 20
54, 108, 14
55, 111, 19
56, 112, 19
55, 109, 20
60, 110, 19
54, 108, 19
54, 108, 20
54, 107, 18
53, 109, 20
55, 110, 19
52, 107, 16
53, 109, 18
53, 107, 17
55, 109, 20
54, 109, 18
52, 107, 18
54, 108, 17
53, 108, 18
53, 105, 19
53, 108, 18
53, 113, 20
53, 108, 18
54, 110, 19
52, 107, 18
57, 110, 19
54, 109, 20
54, 108, 18
56, 111, 19
57, 111, 20
56, 110, 19
56, 112, 21
53, 109, 18
55, 112, 19
54, 108, 19
56, 112, 20
55, 112, 19
57, 112, 20
56, 110, 18
55, 110, 18
54, 109, 19
56, 111, 18
55, 109, 18
53, 110, 17
53, 109, 20
55, 109, 19
53, 109, 20
54, 109, 20
49, 105, 13
53, 107, 18
52, 108, 18
55, 109, 18
55, 108, 17
52, 107, 17
55, 109, 18
52, 107, 18
54, 109, 20
53, 108, 18
55, 109, 18
55, 109, 18
53, 107, 17
53, 106, 17
55, 108, 18
53, 109, 18
52, 108, 18
57, 109, 18
57, 111, 20
56, 111, 16
58, 115, 23
57, 115, 21
57, 112, 20
58, 115, 23
56, 114, 19
53, 113, 17
60, 114, 19
59, 115, 20
57, 112, 19
59, 113, 17
53, 113, 18
57, 112, 19
57, 115, 20
55, 113, 20
56, 113, 20
57, 112, 20
57, 111, 19
56, 111, 19
52, 109, 18
55, 110, 18
53, 109, 18
54, 110, 19
58, 111, 20
55, 109, 19
55, 112, 19
56, 110, 18
55, 110, 18
54, 111, 19
56, 111, 18
52, 108, 16
57, 113, 22
55, 112, 20
52, 110, 19
54, 110, 17
56, 111, 18
56, 111, 24
54, 110, 18
57, 112, 19
54, 109, 18
55, 111, 18
59, 111, 25
56, 112, 18
55, 113, 17
55, 112, 19
58, 114, 20
58, 114, 19
56, 112, 20
55, 112, 20
54, 112, 19
55, 112, 18
56, 113, 19
56, 112, 19
56, 112, 19
55, 110, 18
52, 113, 18
55, 112, 20
57, 112, 18
55, 111, 19
55, 111, 19
53, 109, 19
57, 112, 19
56, 109, 17
55, 112, 17
54, 109, 18
56, 112, 18
56, 111, 18
56, 110, 19
57, 114, 19
54, 110, 18
55, 112, 21
60, 115, 21
55, 112, 19
55, 112, 19
57, 115, 18
55, 113, 18
56, 113, 20
56, 114, 20
58, 114, 19
55, 112, 20
58, 115, 20
56, 112, 19
58, 114, 20
56, 112, 19
57, 112, 18
58, 114, 20
56, 112, 20
55, 111, 20
55, 112, 20
57, 113, 20
55, 112, 19
55, 113, 19
56, 111, 18
55, 111, 19
53, 108, 18
55, 111, 20
54, 109, 17
53, 109, 19
53, 108, 17
54, 110, 19
53, 108, 19
55, 110, 20
54, 110, 20
55, 111, 18
55, 109, 17
56, 112, 20
56, 111, 19
57, 110, 18
