66, 48, 78
64, 48, 78
64, 50, 78
67, 49, 78
64, 49, 78
66, 50, 80
68, 51, 81
67, 53, 80
66, 50, 80
66, 52, 77
67, 50, 78
64, 48, 78
64, 48, 78
67, 51, 81
67, 49, 79
67, 51, 82
65, 48, 79
66, 50, 80
65, 49, 79
66, 48, 78
68, 51, 80
67, 51, 80
62, 47, 80
65, 48, 78
65, 49, 81
67, 49, 79
68, 51, 80
65, 49, 79
68, 51, 80
67, 49, 78
66, 51, 80
64, 48, 79
65, 49, 78
65, 52, 79
64, 48, 77
66, 48, 79
66, 50, 80
66, 50, 79
65, 49, 80
66, 49, 79
68, 51, 80
65, 48, 79
67, 49, 78
70, 49, 81
68, 51, 80
68, 51, 80
64, 48, 78
60, 48, 78
70, 48, 79
67, 50, 77
69, 51, 80
66, 49, 79
66, 50, 80
65, 47, 78
68, 51, 79
65, 48, 78
65, 48, 77
68, 50, 79
63, 49, 79
65, 49, 78
64, 48, 77
67, 51, 81
61, 50, 80
68, 51, 80
68, 50, 79
71, 51, 82
68, 51, 81
65, 48, 78
66, 49, 79
67, 49, 79
66, 47, 80
66, 49, 78
67, 52, 80
68, 51, 81
66, 49, 79
65, 51, 78
68, 51, 81
66, 49, 80
67, 51, 80
68, 51, 79
67, 49, 79
68, 51, 81
67, 51, 81
65, 50, 80
66, 48, 80
65, 48, 79
67, 52, 81
67, 51, 81
68, 50, 82
69, 50, 80
64, 48, 77
66, 50, 80
63, 47, 76
67, 51, 80
64, 48, 79
67, 49, 78
68, 51, 80
64, 48, 78
66, 49, 78
67, 51, 81
65, 49, 78
67, 51, 80
67, 50, 79
68, 52, 80
66, 50, 79
63, 48, 76
64, 47, 79
63, 47, 78
63, 49, 77
65, 49, 80
66, 50, 80
65, 47, 78
66, 50, 80
67, 49, 79
66, 49, 80
65, 49, 79
68, 49, 80
64, 48, 78
67, 51, 80
67, 49, 79
66, 48, 78
67, 50, 80
67, 51, 81
68, 51, 80
67, 52, 81
66, 49, 79
67, 52, 80
65, 49, 78
66, 51, 81
65, 49, 78
67, 50, 82
66, 50, 80
67, 50, 76
68, 50, 79
67, 51, 83
68, 47, 78
64, 49, 80
66, 49, 80
66, 50, 80
67, 48, 79
67, 49, 81
65, 49, 80
68, 51, 80
66, 49, 78
65, 49, 79
66, 48, 78
65, 48, 77
66, 49, 79
66, 49, 78
64, 49, 79
66, 49, 79
67, 51, 81
66, 48, 80
65, 49, 79
65, 47, 79
65, 48, 79
66, 51, 79
67, 50, 79
67, 50, 79
65, 49, 82
65, 48, 78
68, 51, 81
66, 49, 79
67, 50, 80
65, 48, 78
66, 48, 77
68, 51, 80
68, 51, 80
66, 50, 80
68, 51, 80
68, 51, 80
67, 50, 79
66, 50, 80
65, 48, 79
66, 51, 80
66, 49, 79
68, 49, 79
64, 50, 77
67, 50, 79
66, 50, 79
68, 50, 81
66, 49, 78
68, 51, 80
65, 48, 78
66, 49, 79
66, 49, 79
65, 49, 79
64, 49, 77
67, 50, 78
67, 49, 79
67, 51, 80
67, 49, 80
66, 49, 79
67, 52, 80
67, 51, 80
67, 50, 82
68, 50, 79
66, 50, 80
66, 51, 80
68, 51, 80
